pwm,psi,time
186,6.97,2136.66
186,6.98,2136.76
186,6.97,2136.86
186,6.92,2136.96
186,6.93,2137.06
186,6.95,2137.16
185,6.98,2137.26
185,6.98,2137.36
185,6.98,2137.46
185,6.99,2137.57
185,6.98,2137.67
185,6.95,2137.77
185,6.94,2137.87
185,6.96,2137.97
185,6.92,2138.07
185,6.93,2138.17
184,6.91,2138.27
184,6.93,2138.37
184,6.94,2138.47
184,6.93,2138.58
184,6.97,2138.68
184,6.95,2138.78
184,6.94,2138.88
184,6.94,2138.98
184,6.93,2139.08
184,6.92,2139.18
183,6.93,2139.28
183,6.93,2139.38
183,6.98,2139.49
183,6.98,2139.59
183,6.97,2139.69
183,6.93,2139.79
183,6.94,2139.89
183,6.92,2139.99
183,6.92,2140.09
182,6.93,2140.19
182,6.92,2140.29
182,6.9,2140.39
182,6.9,2140.5
182,6.96,2140.6
182,6.98,2140.7
182,6.98,2140.8
182,6.93,2140.9
182,6.92,2141
182,6.92,2141.1
181,6.92,2141.2
181,6.93,2141.3
181,6.93,2141.41
181,6.96,2141.51
181,6.96,2141.61
181,6.95,2141.71
181,6.91,2141.81
181,6.93,2141.91
181,6.91,2142.01
181,6.92,2142.11
180,6.93,2142.21
180,6.92,2142.31
180,6.92,2142.42
180,6.91,2142.52
180,6.92,2142.62
180,6.92,2142.72
180,6.91,2142.82
180,6.92,2142.92
180,6.91,2143.02
180,6.91,2143.12
179,6.92,2143.22
179,6.92,2143.33
179,6.92,2143.43
179,6.91,2143.53
179,6.91,2143.63
179,6.9,2143.73
179,6.9,2143.83
179,6.9,2143.93
179,6.9,2144.03
179,6.91,2144.13
178,6.9,2144.23
178,6.87,2144.34
178,6.87,2144.44
178,6.88,2144.54
178,6.91,2144.64
178,6.89,2144.74
178,6.89,2144.84
178,6.89,2144.94
178,6.89,2145.04
178,6.91,2145.14
177,6.94,2145.25
177,6.95,2145.35
177,6.92,2145.45
177,6.93,2145.55
177,6.92,2145.65
177,6.88,2145.75
177,6.89,2145.85
177,6.88,2145.95
177,6.88,2146.05
177,6.9,2146.15
176,6.93,2146.26
176,6.93,2146.36
176,6.92,2146.46
176,6.88,2146.56
176,6.89,2146.66
176,6.89,2146.76
176,6.88,2146.86
176,6.88,2146.96
176,6.88,2147.06
176,6.92,2147.17
175,6.93,2147.27
175,6.91,2147.37
175,6.9,2147.47
175,6.92,2147.57
175,6.92,2147.67
175,6.93,2147.77
175,6.93,2147.87
175,6.91,2147.97
175,6.9,2148.07
175,6.89,2148.18
174,6.86,2148.28
174,6.86,2148.38
174,6.86,2148.48
174,6.88,2148.58
174,6.88,2148.68
174,6.87,2148.78
174,6.85,2148.88
174,6.85,2148.98
174,6.9,2149.09
174,6.93,2149.19
173,6.93,2149.29
173,6.87,2149.39
173,6.85,2149.49
173,6.85,2149.59
173,6.88,2149.69
173,6.86,2149.79
173,6.87,2149.89
173,6.85,2150
173,6.84,2150.1
173,6.85,2150.2
172,6.86,2150.3
172,6.88,2150.4
172,6.85,2150.5
172,6.83,2150.6
172,6.82,2150.7
172,6.84,2150.8
172,6.85,2150.9
172,6.85,2151.01
172,6.84,2151.11
171,6.85,2151.21
171,6.86,2151.31
171,6.9,2151.41
171,6.89,2151.51
171,6.88,2151.61
171,6.87,2151.71
171,6.89,2151.81
171,6.85,2151.91
171,6.86,2152.02
171,6.85,2152.12
170,6.87,2152.22
170,6.86,2152.32
170,6.85,2152.42
170,6.81,2152.52
170,6.79,2152.62
170,6.8,2152.72
170,6.81,2152.82
170,6.79,2152.93
170,6.78,2153.03
170,6.76,2153.13
169,6.77,2153.23
169,6.78,2153.33
169,6.8,2153.43
169,6.81,2153.53
169,6.82,2153.63
169,6.82,2153.73
169,6.81,2153.83
169,6.78,2153.94
169,6.78,2154.04
169,6.78,2154.14
168,6.81,2154.24
168,6.8,2154.34
168,6.8,2154.44
168,6.79,2154.54
168,6.79,2154.64
168,6.79,2154.75
168,6.79,2154.85
168,6.78,2154.95
168,6.84,2155.05
168,6.84,2155.15
167,6.83,2155.25
167,6.77,2155.35
167,6.77,2155.45
167,6.77,2155.55
167,6.77,2155.65
167,6.76,2155.75
167,6.76,2155.86
167,6.76,2155.96
167,6.75,2156.06
167,6.78,2156.16
166,6.77,2156.26
166,6.75,2156.36
166,6.67,2156.46
166,6.67,2156.56
166,6.67,2156.66
166,6.74,2156.77
166,6.74,2156.87
166,6.72,2156.97
166,6.69,2157.07
166,6.71,2157.17
165,6.73,2157.27
165,6.74,2157.37
165,6.74,2157.47
165,6.65,2157.57
165,6.65,2157.67
165,6.63,2157.78
165,6.69,2157.88
165,6.68,2157.98
165,6.68,2158.08
165,6.62,2158.18
164,6.61,2158.28
164,6.6,2158.38
164,6.6,2158.48
164,6.6,2158.58
164,6.63,2158.69
164,6.63,2158.79
164,6.63,2158.89
164,6.59,2158.99
164,6.59,2159.09
164,6.56,2159.19
163,6.57,2159.29
163,6.58,2159.39
163,6.55,2159.49
163,6.56,2159.59
163,6.56,2159.7
163,6.56,2159.8
163,6.56,2159.9
163,6.54,2160
163,6.55,2160.1
163,6.52,2160.2
162,6.51,2160.3
162,6.55,2160.4
162,6.55,2160.5
162,6.52,2160.61
162,6.5,2160.71
162,6.48,2160.81
162,6.47,2160.91
162,6.47,2161.01
162,6.46,2161.11
162,6.47,2161.21
161,6.47,2161.31
161,6.49,2161.41
161,6.47,2161.51
161,6.44,2161.62
161,6.43,2161.72
161,6.45,2161.82
161,6.47,2161.92
161,6.48,2162.02
161,6.42,2162.12
160,6.42,2162.22
160,6.41,2162.32
160,6.38,2162.42
160,6.38,2162.53
160,6.37,2162.63
160,6.35,2162.73
160,6.36,2162.83
160,6.36,2162.93
160,6.34,2163.03
160,6.34,2163.13
159,6.38,2163.23
159,6.42,2163.33
159,6.43,2163.43
159,6.39,2163.54
159,6.38,2163.64
159,6.37,2163.74
159,6.36,2163.84
159,6.38,2163.94
159,6.37,2164.04
159,6.4,2164.14
158,6.35,2164.24
158,6.34,2164.34
158,6.33,2164.45
158,6.35,2164.55
158,6.35,2164.65
158,6.35,2164.75
158,6.34,2164.85
158,6.34,2164.95
158,6.36,2165.05
158,6.36,2165.15
157,6.35,2165.25
157,6.35,2165.35
157,6.32,2165.46
157,6.3,2165.56
157,6.29,2165.66
157,6.29,2165.76
157,6.3,2165.86
157,6.29,2165.96
157,6.26,2166.06
157,6.25,2166.16
156,6.25,2166.26
156,6.29,2166.37
156,6.29,2166.47
156,6.28,2166.57
156,6.29,2166.67
156,6.28,2166.77
156,6.27,2166.87
156,6.23,2166.97
156,6.26,2167.07
156,6.28,2167.17
155,6.3,2167.27
155,6.3,2167.38
155,6.3,2167.48
155,6.3,2167.58
155,6.31,2167.68
155,6.29,2167.78
155,6.28,2167.88
155,6.28,2167.98
155,6.3,2168.08
155,6.31,2168.18
154,6.28,2168.29
154,6.25,2168.39
154,6.24,2168.49
154,6.24,2168.59
154,6.26,2168.69
154,6.26,2168.79
154,6.26,2168.89
154,6.25,2168.99
154,6.26,2169.09
154,6.24,2169.19
153,6.23,2169.3
153,6.23,2169.4
153,6.21,2169.5
153,6.2,2169.6
153,6.23,2169.7
153,6.24,2169.8
153,6.22,2169.9
153,6.23,2170
153,6.23,2170.1
153,6.24,2170.21
152,6.2,2170.31
152,6.18,2170.41
152,6.17,2170.51
152,6.18,2170.61
152,6.19,2170.71
152,6.2,2170.81
152,6.26,2170.91
152,6.26,2171.01
152,6.23,2171.11
152,6.23,2171.22
151,6.19,2171.32
151,6.2,2171.42
151,6.2,2171.52
151,6.2,2171.62
151,6.24,2171.72
151,6.23,2171.82
151,6.24,2171.92
151,6.22,2172.02
151,6.21,2172.13
150,6.22,2172.23
150,6.21,2172.33
150,6.22,2172.43
150,6.21,2172.53
150,6.2,2172.63
150,6.19,2172.73
150,6.18,2172.83
150,6.17,2172.93
150,6.15,2173.03
150,6.16,2173.14
149,6.15,2173.24
149,6.17,2173.34
149,6.25,2173.44
149,6.26,2173.54
149,6.23,2173.64
149,6.18,2173.74
149,6.18,2173.84
149,6.19,2173.94
149,6.2,2174.05
149,6.21,2174.15
148,6.18,2174.25
148,6.16,2174.35
148,6.16,2174.45
148,6.13,2174.55
148,6.11,2174.65
148,6.11,2174.75
148,6.14,2174.85
148,6.13,2174.95
148,6.14,2175.06
148,6.17,2175.16
147,6.16,2175.26
147,6.13,2175.36
147,6.11,2175.46
147,6.13,2175.56
147,6.12,2175.66
147,6.13,2175.76
147,6.11,2175.86
147,6.13,2175.97
147,6.12,2176.07
147,6.11,2176.17
146,6.1,2176.27
146,6.08,2176.37
146,6.1,2176.47
146,6.16,2176.57
146,6.16,2176.67
146,6.13,2176.77
146,6.09,2176.87
146,6.09,2176.98
146,6.05,2177.08
146,6.02,2177.18
145,6,2177.28
145,6.01,2177.38
145,6.03,2177.48
145,6.05,2177.58
145,6.06,2177.68
145,6.06,2177.78
145,6.04,2177.89
145,6.04,2177.99
145,6.04,2178.09
145,6.04,2178.19
144,5.99,2178.29
144,5.99,2178.39
144,5.98,2178.49
144,5.98,2178.59
144,5.97,2178.69
144,6,2178.79
144,6,2178.9
144,5.98,2179
144,5.98,2179.1
144,5.97,2179.2
143,5.96,2179.3
143,5.97,2179.4
143,5.95,2179.5
143,5.97,2179.6
143,5.99,2179.7
143,5.98,2179.81
143,5.97,2179.91
143,5.96,2180.01
143,5.94,2180.11
143,5.86,2180.21
142,5.85,2180.31
142,5.84,2180.41
142,5.9,2180.51
142,5.9,2180.61
142,5.89,2180.71
142,5.93,2180.82
142,5.91,2180.92
142,5.87,2181.02
142,5.86,2181.12
142,5.88,2181.22
141,5.88,2181.32
141,5.9,2181.42
141,5.87,2181.52
141,5.84,2181.62
141,5.82,2181.73
141,5.83,2181.83
141,5.85,2181.93
141,5.86,2182.03
141,5.85,2182.13
141,5.86,2182.23
140,5.84,2182.33
140,5.84,2182.43
140,5.85,2182.53
140,5.83,2182.63
140,5.86,2182.74
140,5.86,2182.84
140,5.85,2182.94
140,5.83,2183.04
140,5.82,2183.14
139,5.83,2183.24
139,5.84,2183.34
139,5.85,2183.44
139,5.85,2183.54
139,5.87,2183.65
139,5.85,2183.75
139,5.85,2183.85
139,5.86,2183.95
139,5.85,2184.05
139,5.82,2184.15
138,5.83,2184.25
138,5.82,2184.35
138,5.83,2184.45
138,5.81,2184.55
138,5.82,2184.66
138,5.81,2184.76
138,5.81,2184.86
138,5.81,2184.96
138,5.81,2185.06
138,5.81,2185.16
137,5.82,2185.26
137,5.84,2185.36
137,5.82,2185.46
137,5.82,2185.57
137,5.83,2185.67
137,5.83,2185.77
137,5.82,2185.87
137,5.83,2185.97
137,5.82,2186.07
137,5.82,2186.17
136,5.81,2186.27
136,5.83,2186.37
136,5.86,2186.47
136,5.86,2186.58
136,5.84,2186.68
136,5.84,2186.78
136,5.85,2186.88
136,5.84,2186.98
136,5.83,2187.08
136,5.81,2187.18
135,5.82,2187.28
135,5.83,2187.38
135,5.8,2187.49
135,5.78,2187.59
135,5.78,2187.69
135,5.77,2187.79
135,5.78,2187.89
135,5.78,2187.99
135,5.73,2188.09
135,5.71,2188.19
134,5.7,2188.29
134,5.71,2188.39
134,5.72,2188.5
134,5.71,2188.6
134,5.66,2188.7
134,5.66,2188.8
134,5.65,2188.9
134,5.65,2189
134,5.65,2189.1
134,5.62,2189.2
133,5.59,2189.3
133,5.59,2189.41
133,5.59,2189.51
133,5.62,2189.61
133,5.62,2189.71
133,5.57,2189.81
133,5.54,2189.91
133,5.52,2190.01
133,5.51,2190.11
133,5.51,2190.21
132,5.51,2190.31
132,5.56,2190.42
132,5.53,2190.52
132,5.54,2190.62
132,5.54,2190.72
132,5.54,2190.82
132,5.52,2190.92
132,5.51,2191.02
132,5.49,2191.12
132,5.46,2191.22
131,5.45,2191.33
131,5.43,2191.43
131,5.4,2191.53
131,5.41,2191.63
131,5.39,2191.73
131,5.4,2191.83
131,5.39,2191.93
131,5.4,2192.03
131,5.45,2192.13
131,5.43,2192.23
130,5.41,2192.34
130,5.36,2192.44
130,5.37,2192.54
130,5.33,2192.64
130,5.32,2192.74
130,5.29,2192.84
130,5.33,2192.94
130,5.32,2193.04
130,5.32,2193.14
130,5.35,2193.25
129,5.35,2193.35
129,5.33,2193.45
129,5.33,2193.55
129,5.32,2193.65
129,5.31,2193.75
129,5.29,2193.85
129,5.31,2193.95
129,5.28,2194.05
129,5.27,2194.15
128,5.25,2194.26
128,5.3,2194.36
128,5.29,2194.46
128,5.26,2194.56
128,5.19,2194.66
128,5.18,2194.76
128,5.16,2194.86
128,5.15,2194.96
128,5.16,2195.06
128,5.14,2195.17
127,5.13,2195.27
127,5.1,2195.37
127,5.1,2195.47
127,5.07,2195.57
127,5.01,2195.67
127,4.99,2195.77
127,4.97,2195.87
127,4.97,2195.97
127,4.96,2196.07
127,4.94,2196.18
126,4.94,2196.28
126,4.88,2196.38
126,4.85,2196.48
126,4.8,2196.58
126,4.73,2196.68
126,4.66,2196.78
126,4.57,2196.88
126,4.5,2196.98
126,4.45,2197.09
126,4.48,2197.19
125,4.45,2197.29
125,4.37,2197.39
125,4.24,2197.49
125,4.18,2197.59
125,4.11,2197.69
125,4.08,2197.79
125,4.03,2197.89
125,3.96,2198
125,3.89,2198.1
125,3.83,2198.2
124,3.79,2198.3
124,3.75,2198.4
124,3.68,2198.5
124,3.65,2198.6
124,3.61,2198.7
124,3.57,2198.8
124,3.5,2198.9
124,3.45,2199.01
124,3.4,2199.11
124,3.36,2199.21
123,3.34,2199.31
123,3.27,2199.41
123,3.23,2199.51
123,3.18,2199.61
123,3.16,2199.71
123,3.14,2199.81
123,3.08,2199.91
123,3,2200.02
123,2.99,2200.12
123,2.96,2200.22
122,2.99,2200.32
122,2.94,2200.42
122,2.9,2200.52
122,2.88,2200.62
122,2.87,2200.72
122,2.88,2200.82
122,2.9,2200.93
122,2.91,2201.03
122,2.91,2201.13
122,2.91,2201.23
121,2.93,2201.33
121,2.94,2201.43
121,2.95,2201.53
121,2.94,2201.63
121,2.97,2201.73
121,2.97,2201.83
121,2.98,2201.94
121,3.01,2202.04
121,3.01,2202.14
121,3.01,2202.24
120,2.99,2202.34
120,2.99,2202.44
120,2.99,2202.54
120,2.99,2202.64
120,3,2202.75
120,2.99,2202.85
120,2.98,2202.95
120,3,2203.05
120,3.02,2203.15
120,3.02,2203.25
119,3.03,2203.35
119,3.08,2203.45
119,3.08,2203.55
119,3.03,2203.65
119,3.01,2203.75
119,3,2203.86
119,3.03,2203.96
119,3.04,2204.06
119,3.05,2204.16
118,3.07,2204.26
118,3.05,2204.36
118,3.03,2204.46
118,2.96,2204.56
118,2.9,2204.66
118,2.88,2204.77
118,2.9,2204.87
118,2.87,2204.97
118,2.84,2205.07
118,2.8,2205.17
117,2.78,2205.27
117,2.77,2205.37
117,2.79,2205.47
117,2.8,2205.57
117,2.78,2205.67
117,2.77,2205.78
117,2.77,2205.88
117,2.76,2205.98
117,2.77,2206.08
117,2.76,2206.18
116,2.77,2206.28
116,2.77,2206.38
116,2.81,2206.48
116,2.78,2206.58
116,2.76,2206.69
116,2.7,2206.79
116,2.65,2206.89
116,2.63,2206.99
116,2.65,2207.09
116,2.65,2207.19
115,2.63,2207.29
115,2.62,2207.39
115,2.62,2207.49
115,2.55,2207.59
115,2.49,2207.7
115,2.48,2207.8
115,2.5,2207.9
115,2.51,2208
115,2.53,2208.1
115,2.57,2208.2
114,2.61,2208.3
114,2.61,2208.4
114,2.59,2208.5
114,2.59,2208.61
114,2.59,2208.71
114,2.57,2208.81
114,2.56,2208.91
114,2.54,2209.01
114,2.53,2209.11
114,2.51,2209.21
113,2.47,2209.31
113,2.43,2209.41
113,2.41,2209.51
113,2.39,2209.62
113,2.37,2209.72
113,2.35,2209.82
113,2.37,2209.92
113,2.4,2210.02
113,2.4,2210.12
113,2.41,2210.22
112,2.41,2210.32
112,2.42,2210.42
112,2.41,2210.53
112,2.41,2210.63
112,2.35,2210.73
112,2.29,2210.83
112,2.27,2210.93
112,2.25,2211.03
112,2.25,2211.13
112,2.26,2211.23
111,2.26,2211.33
111,2.23,2211.43
111,2.22,2211.54
111,2.19,2211.64
111,2.21,2211.74
111,2.2,2211.84
111,2.2,2211.94
111,2.21,2212.04
111,2.22,2212.14
111,2.24,2212.24
110,2.26,2212.34
110,2.23,2212.45
110,2.2,2212.55
110,2.19,2212.65
110,2.22,2212.75
110,2.2,2212.85
110,2.19,2212.95
110,2.18,2213.05
110,2.18,2213.15
110,2.17,2213.25
109,2.16,2213.35
109,2.14,2213.46
109,2.16,2213.56
109,2.16,2213.66
109,2.12,2213.76
109,2.08,2213.86
109,2.05,2213.96
109,2.08,2214.06
109,2.09,2214.16
109,2.12,2214.26
108,2.12,2214.37
108,2.09,2214.47
108,2.06,2214.57
108,2.09,2214.67
108,2.11,2214.77
108,2.09,2214.87
108,2.03,2214.97
108,2,2215.07
108,1.98,2215.17
107,2.02,2215.27
107,2.05,2215.38
107,2.06,2215.48
107,2.04,2215.58
107,2.04,2215.68
107,2,2215.78
107,1.96,2215.88
107,1.94,2215.98
107,1.96,2216.08
107,1.98,2216.18
106,1.96,2216.29
106,2.01,2216.39
106,2.02,2216.49
106,1.99,2216.59
106,1.96,2216.69
106,1.95,2216.79
106,1.93,2216.89
106,1.93,2216.99
106,1.93,2217.09
106,1.91,2217.19
105,1.87,2217.3
105,1.86,2217.4
105,1.85,2217.5
105,1.86,2217.6
105,1.84,2217.7
105,1.85,2217.8
105,1.87,2217.9
105,1.84,2218
105,1.84,2218.1
105,1.86,2218.21
104,1.87,2218.31
104,1.87,2218.41
104,1.88,2218.51
104,1.87,2218.61
104,1.89,2218.71
104,1.87,2218.81
104,1.85,2218.91
104,1.81,2219.01
104,1.79,2219.11
104,1.75,2219.22
103,1.77,2219.32
103,1.76,2219.42
103,1.8,2219.52
103,1.81,2219.62
103,1.81,2219.72
103,1.75,2219.82
103,1.76,2219.92
103,1.74,2220.02
103,1.76,2220.13
103,1.76,2220.23
102,1.74,2220.33
102,1.73,2220.43
102,1.7,2220.53
102,1.68,2220.63
102,1.69,2220.73
102,1.68,2220.83
102,1.77,2220.93
102,1.77,2221.03
102,1.78,2221.14
102,1.67,2221.24
101,1.67,2221.34
101,1.68,2221.44
101,1.67,2221.54
101,1.66,2221.64
101,1.67,2221.74
101,1.66,2221.84
101,1.66,2221.94
101,1.66,2222.05
101,1.66,2222.15
101,1.66,2222.25
100,1.66,2222.35
100,1.66,2222.45
100,1.65,2222.55
100,1.65,2222.65
100,1.63,2222.75
100,1.64,2222.85
100,1.64,2222.95
100,1.65,2223.06
100,1.63,2223.16
100,1.61,2223.26
99,1.59,2223.36
99,1.59,2223.46
99,1.6,2223.56
99,1.58,2223.66
99,1.55,2223.76
99,1.56,2223.86
99,1.54,2223.97
99,1.54,2224.07
99,1.54,2224.17
99,1.54,2224.27
98,1.53,2224.37
98,1.54,2224.47
98,1.53,2224.57
98,1.54,2224.67
98,1.53,2224.77
98,1.52,2224.87
98,1.51,2224.98
98,1.5,2225.08
98,1.51,2225.18
98,1.53,2225.28
97,1.54,2225.38
97,1.54,2225.48
97,1.52,2225.58
97,1.52,2225.68
97,1.46,2225.78
97,1.47,2225.89
97,1.47,2225.99
97,1.45,2226.09
97,1.47,2226.19
96,1.47,2226.29
96,1.5,2226.39
96,1.48,2226.49
96,1.46,2226.59
96,1.44,2226.69
96,1.44,2226.79
96,1.48,2226.9
96,1.49,2227
96,1.49,2227.1
96,1.46,2227.2
95,1.44,2227.3
95,1.46,2227.4
95,1.44,2227.5
95,1.44,2227.6
95,1.43,2227.7
95,1.45,2227.81
95,1.48,2227.91
95,1.42,2228.01
95,1.41,2228.11
95,1.42,2228.21
94,1.45,2228.31
94,1.44,2228.41
94,1.43,2228.51
94,1.4,2228.61
94,1.4,2228.71
94,1.38,2228.82
94,1.37,2228.92
94,1.37,2229.02
94,1.36,2229.12
94,1.35,2229.22
93,1.36,2229.32
93,1.36,2229.42
93,1.39,2229.52
93,1.38,2229.62
93,1.33,2229.73
93,1.32,2229.83
93,1.3,2229.93
93,1.3,2230.03
93,1.29,2230.13
93,1.3,2230.23
92,1.32,2230.33
92,1.31,2230.43
92,1.3,2230.53
92,1.3,2230.63
92,1.29,2230.74
92,1.29,2230.84
92,1.26,2230.94
92,1.28,2231.04
92,1.3,2231.14
92,1.29,2231.24
91,1.3,2231.34
91,1.31,2231.44
91,1.3,2231.54
91,1.28,2231.65
91,1.27,2231.75
91,1.26,2231.85
91,1.23,2231.95
91,1.21,2232.05
91,1.21,2232.15
91,1.21,2232.25
90,1.21,2232.35
90,1.2,2232.45
90,1.21,2232.55
90,1.21,2232.66
90,1.22,2232.76
90,1.23,2232.86
90,1.22,2232.96
90,1.22,2233.06
90,1.2,2233.16
90,1.21,2233.26
89,1.19,2233.36
89,1.2,2233.46
89,1.18,2233.57
89,1.19,2233.67
89,1.2,2233.77
89,1.16,2233.87
89,1.17,2233.97
89,1.15,2234.07
89,1.15,2234.17
89,1.16,2234.27
88,1.15,2234.37
88,1.15,2234.47
88,1.13,2234.58
88,1.13,2234.68
88,1.14,2234.78
88,1.15,2234.88
88,1.14,2234.98
88,1.16,2235.08
88,1.15,2235.18
88,1.14,2235.28
87,1.09,2235.38
87,1.09,2235.49
87,1.09,2235.59
87,1.1,2235.69
87,1.08,2235.79
87,1.11,2235.89
87,1.12,2235.99
87,1.13,2236.09
87,1.08,2236.19
86,1.07,2236.29
86,1.07,2236.39
86,1.06,2236.5
86,1.05,2236.6
86,1.06,2236.7
86,1.06,2236.8
86,1.04,2236.9
86,1.03,2237
86,1.06,2237.1
86,1.05,2237.2
85,1.04,2237.3
85,1.03,2237.41
85,1.02,2237.51
85,1.05,2237.61
85,1.07,2237.71
85,1.05,2237.81
85,1.01,2237.91
85,0.98,2238.01
85,1,2238.11
85,1.02,2238.21
84,1.02,2238.31
84,0.99,2238.42
84,0.96,2238.52
84,0.93,2238.62
84,0.95,2238.72
84,0.95,2238.82
84,0.93,2238.92
84,0.96,2239.02
84,0.98,2239.12
84,0.95,2239.22
83,0.93,2239.33
83,0.93,2239.43
83,0.91,2239.53
83,0.93,2239.63
83,0.93,2239.73
83,0.95,2239.83
83,0.95,2239.93
83,0.94,2240.03
83,0.95,2240.13
83,0.93,2240.23
82,0.9,2240.34
82,0.9,2240.44
82,0.88,2240.54
82,0.86,2240.64
82,0.84,2240.74
82,0.83,2240.84
82,0.82,2240.94
82,0.79,2241.04
82,0.78,2241.14
82,0.76,2241.25
81,0.72,2241.35
81,0.71,2241.45
81,0.72,2241.55
81,0.75,2241.65
81,0.75,2241.75
81,0.71,2241.85
81,0.7,2241.95
81,0.69,2242.05
81,0.73,2242.15
81,0.72,2242.26
80,0.71,2242.36
80,0.64,2242.46
80,0.64,2242.56
80,0.64,2242.66
80,0.69,2242.76
80,0.67,2242.86
80,0.64,2242.96
80,0.62,2243.06
80,0.6,2243.17
80,0.57,2243.27
79,0.55,2243.37
79,0.55,2243.47
79,0.56,2243.57
79,0.56,2243.67
79,0.54,2243.77
79,0.56,2243.87
79,0.54,2243.97
79,0.53,2244.07
79,0.54,2244.18
79,0.53,2244.28
78,0.52,2244.38
78,0.49,2244.48
78,0.48,2244.58
78,0.52,2244.68
78,0.5,2244.78
78,0.52,2244.88
78,0.49,2244.98
78,0.48,2245.09
78,0.47,2245.19
78,0.47,2245.29
77,0.47,2245.39
77,0.46,2245.49
77,0.43,2245.59
77,0.44,2245.69
77,0.44,2245.79
77,0.45,2245.89
77,0.46,2246
77,0.43,2246.1
77,0.43,2246.2
77,0.42,2246.3
76,0.43,2246.4
76,0.43,2246.5
76,0.42,2246.6
76,0.39,2246.7
76,0.38,2246.8
76,0.37,2246.9
76,0.36,2247.01
76,0.36,2247.11
76,0.35,2247.21
75,0.35,2247.31
75,0.35,2247.41
75,0.35,2247.51
75,0.34,2247.61
75,0.35,2247.71
75,0.37,2247.81
75,0.37,2247.91
75,0.35,2248.02
75,0.34,2248.12
75,0.36,2248.22
74,0.3,2248.32
74,0.24,2248.42
74,0.25,2248.52
74,0.27,2248.62
74,0.28,2248.72
74,0.3,2248.82
74,0.29,2248.93
74,0.31,2249.03
74,0.29,2249.13
74,0.31,2249.23
73,0.31,2249.33
73,0.31,2249.43
73,0.26,2249.53
73,0.27,2249.63
73,0.27,2249.73
73,0.27,2249.83
73,0.27,2249.94
73,0.26,2250.04
73,0.25,2250.14
73,0.25,2250.24
72,0.24,2250.34
72,0.24,2250.44
72,0.26,2250.54
72,0.21,2250.64
72,0.21,2250.75
72,0.21,2250.85
72,0.2,2250.95
72,0.19,2251.05
72,0.21,2251.15
72,0.22,2251.25
71,0.22,2251.35
71,0.22,2251.45
71,0.22,2251.55
71,0.22,2251.65
71,0.22,2251.75
71,0.21,2251.86
71,0.21,2251.96
71,0.2,2252.06
71,0.2,2252.16
71,0.2,2252.26
70,0.21,2252.36
70,0.21,2252.46
70,0.2,2252.56
70,0.21,2252.66
70,0.19,2252.77
70,0.21,2252.87
70,0.21,2252.97
70,0.21,2253.07
70,0.21,2253.17
70,0.2,2253.27
71,0.18,2253.37
71,0.2,2253.47
71,0.2,2253.57
71,0.19,2253.67
71,0.15,2253.78
71,0.15,2253.88
71,0.16,2253.98
71,0.19,2254.08
71,0.19,2254.18
71,0.15,2254.28
72,0.12,2254.38
72,0.12,2254.48
72,0.09,2254.58
72,0.07,2254.69
72,0.08,2254.79
72,0.12,2254.89
72,0.12,2254.99
72,0.12,2255.09
72,0.1,2255.19
72,0.1,2255.29
73,0.09,2255.39
73,0.09,2255.49
73,0.09,2255.59
73,0.07,2255.7
73,0.06,2255.8
73,0.07,2255.9
73,0.12,2256
73,0.12,2256.1
73,0.12,2256.2
73,0.14,2256.3
74,0.12,2256.4
74,0.11,2256.5
74,0.09,2256.61
74,0.08,2256.71
74,0.09,2256.81
74,0.11,2256.91
74,0.11,2257.01
74,0.11,2257.11
74,0.09,2257.21
75,0.09,2257.31
75,0.08,2257.41
75,0.09,2257.51
75,0.08,2257.62
75,0.08,2257.72
75,0.08,2257.82
75,0.08,2257.92
75,0.07,2258.02
75,0.07,2258.12
75,0.08,2258.22
76,0.09,2258.32
76,0.09,2258.42
76,0.08,2258.53
76,0.08,2258.63
76,0.07,2258.73
76,0.02,2258.83
76,0.02,2258.93
76,0.01,2259.03
76,0.05,2259.13
76,0.06,2259.23
77,0.04,2259.33
77,0.03,2259.43
77,0.05,2259.54
77,0.02,2259.64
77,0.01,2259.74
77,0,2259.84
77,0.03,2259.94
77,0.06,2260.04
77,0.06,2260.14
77,0.05,2260.24
78,0.03,2260.34
78,0.03,2260.45
78,0,2260.55
78,0,2260.65
78,0,2260.75
78,0.04,2260.85
78,0.04,2260.95
78,0.02,2261.05
78,0,2261.15
78,0,2261.25
79,0.02,2261.35
79,0.05,2261.46
79,0.05,2261.56
79,0.05,2261.66
79,0.05,2261.76
79,0.05,2261.86
79,-0.01,2261.96
79,-0.01,2262.06
79,0,2262.16
79,0,2262.26
80,-0.01,2262.37
80,-0.01,2262.47
80,-0.01,2262.57
80,-0.01,2262.67
80,-0.01,2262.77
80,-0.02,2262.87
80,-0.01,2262.97
80,-0.01,2263.07
80,-0.02,2263.17
80,-0.02,2263.27
81,0.02,2263.38
81,0.03,2263.48
81,0.02,2263.58
81,0,2263.68
81,0,2263.78
81,-0.01,2263.88
81,0.01,2263.98
81,0,2264.08
81,0.02,2264.18
81,0.03,2264.29
82,0.06,2264.39
82,0,2264.49
82,-0.01,2264.59
82,-0.02,2264.69
82,-0.02,2264.79
82,-0.01,2264.89
82,-0.02,2264.99
82,-0.02,2265.09
82,-0.03,2265.19
82,-0.02,2265.3
83,0.01,2265.4
83,0.02,2265.5
